"","E179WVS","E036","F118","F120","F028","F121"
"1681",-1,7,-1,-1,8,-1
"1682",-1,-1,5,1,1,10
"1683",76002,-1,1,1,3,9
"1684",-2,5,-1,-2,3,-2
"1685",-2,-2,-1,-1,-2,-1
"1686",5,-1,-2,1,3,1
"1687",-1,10,3,1,8,1
"1688",-1,1,-1,-1,7,-1
"1689",76002,1,8,8,3,10
"1690",-1,1,1,2,4,9
"1691",5,5,10,1,2,10
"1692",-1,3,5,1,1,5
"1693",5,10,1,1,1,8
"1694",-2,1,1,7,8,10
"1695",-1,5,1,1,3,1
"1696",-1,5,1,1,2,10
"1697",-1,8,3,1,1,5
"1698",5,10,1,1,8,1
"1699",-2,1,1,1,3,2
"1700",76002,10,6,1,1,1
"1701",76002,10,1,1,1,1
"1702",76003,3,1,1,1,5
"1703",-1,1,2,1,3,6
"1704",76002,5,10,1,2,1
"1705",-1,1,1,5,6,5
"1706",5,1,1,1,2,5
"1707",76004,1,5,1,7,5
"1708",76005,1,1,1,3,10
"1709",5,1,1,1,2,10
"1710",-1,6,1,1,8,8
"1711",-1,-1,1,2,1,2
"1712",-2,1,-1,8,6,8
"1713",76002,10,5,1,3,5
"1714",-1,1,-1,1,1,1
"1715",-2,-2,10,5,7,5
"1716",-1,-1,-1,-1,8,-1
"1717",-2,5,6,1,1,5
"1718",-1,1,5,1,2,10
"1719",76001,3,8,4,1,5
"1720",76002,1,10,1,3,10
"1721",76002,-1,1,1,3,1
"1722",-1,1,1,1,1,1
"1723",76002,5,1,1,8,8
"1724",-1,10,1,1,1,10
"1725",5,9,1,1,6,10
"1726",-1,1,6,1,1,10
"1727",76002,5,1,1,2,5
"1728",-1,1,-1,1,1,1
"1729",-1,10,-1,1,2,9
"1730",-2,-1,-1,1,1,1
"1731",76002,1,1,1,3,1
"1732",76002,10,1,1,7,1
"1733",-1,6,7,1,3,1
"1734",-2,2,7,1,1,3
"1735",-2,1,10,1,1,5
"1736",-2,1,3,1,1,1
"1737",-2,6,-1,1,1,10
"1738",76002,5,8,1,1,1
"1739",-1,5,1,1,1,1
"1740",-1,1,1,1,1,1
"1741",5,-1,-1,1,4,1
"1742",-1,3,1,1,2,1
"1743",-1,1,1,1,1,1
"1744",76002,1,10,1,2,10
"1745",-1,1,1,1,7,10
"1746",-1,-1,-2,-1,2,7
"1747",-1,1,10,1,4,5
"1748",76002,1,-2,1,1,10
"1749",76002,5,1,1,2,1
"1750",76001,1,-1,5,7,10
"1751",-1,9,2,1,1,9
"1752",-1,-1,-1,1,2,10
"1753",-2,5,1,1,7,1
"1754",-1,1,-2,-2,7,-2
"1755",-2,1,6,1,3,1
"1756",-1,10,10,1,7,10
"1757",-1,-1,-1,1,1,5
"1758",5,1,1,1,1,5
"1759",5,5,-1,1,8,10
"1760",-1,1,1,1,2,1
"1761",-1,6,1,1,2,6
"1762",-1,-1,1,1,2,1
